#Biotype
#   PSSD  - processed pseudogene
#   DUP    - duplicated pseudogene
#   FRAG  - ambiguous pseudogene
#
#Activity features
#    Tnx - transcription
#    Pol2 - polymerase 2 binding sites
#    AC - active chromatin
#    TF - transcription factor binding sites
#
#Activity test result:
#    0 - no activity feature
#    1 - the activity feature is present
#
#
#Pseudogene_id		Biotype	Parent_gene		Parent_transcript	Activity_features
ENST00000487308.1	PSSD	ENSG00000163191.5	ENST00000271638.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000431226.1	PSSD	ENSG00000048544.5	ENST00000053468.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000399435.2	PSSD	ENSG00000114391.8	ENST00000394077.3	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000506002.1	PSSD	.	.	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000484381.1	PSSD	ENSG00000162244.5	ENST00000294189.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427666.1	DUP	ENSG00000008988.5	ENST00000519807.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000458380.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000485389.1	PSSD	ENSG00000136819.8	ENST00000372447.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512025.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000428087.1	PSSD	ENSG00000197958.8	ENST00000361436.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000468625.1	PSSD	ENSG00000169016.12	ENST00000381525.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000506306.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426570.1	PSSD	ENSG00000161970.7	ENST00000293842.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000468281.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000325117.7	PSSD	ENSG00000053254.10	ENST00000261302.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000526024.1	PSSD	ENSG00000198612.6	ENST00000354371.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000511618.1	PSSD	ENSG00000086475.9	ENST00000425947.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000397343.2	PSSD	ENSG00000171314.6	ENST00000334828.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521765.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000423890.1	PSSD	ENSG00000176261.10	ENST00000468695.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423182.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000406301.1	PSSD	ENSG00000106591.3	ENST00000223324.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000506051.1	PSSD	ENSG00000064995.12	ENST00000361288.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000518911.1	PSSD	ENSG00000178127.7	ENST00000400033.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000417265.1	DUP	ENSG00000153107.7	ENST00000341068.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000451552.1	PSSD	ENSG00000157869.10	ENST00000288723.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000420965.1	PSSD	ENSG00000111880.10	ENST00000369485.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426293.1	DUP	ENSG00000196459.7	ENST00000426522.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000492994.1	PSSD	ENSG00000058262.5	ENST00000243253.3	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000338964.6	DUP	ENSG00000228927.3	ENST00000451548.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000486188.1	PSSD	ENSG00000162244.5	ENST00000294189.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000486874.1	PSSD	ENSG00000197958.8	ENST00000361436.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000505182.1	PSSD	ENSG00000163170.7	ENST00000295326.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000457591.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000407851.1	PSSD	ENSG00000176890.9	ENST00000323274.8	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000483587.1	DUP	ENSG00000050327.8	ENST00000056217.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433469.1	PSSD	ENSG00000133606.5	ENST00000255977.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438698.1	DUP	ENSG00000144554.6	ENST00000287647.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000444540.1	PSSD	ENSG00000164091.7	ENST00000296490.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000422653.1	DUP	ENSG00000165115.9	ENST00000297814.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000404243.1	PSSD	ENSG00000135486.10	ENST00000330752.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000524010.1	IG_V_pseudogene	ENSG00000224373.2	ENST00000455737.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000416794.1	PSSD	ENSG00000213145.4	ENST00000392531.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000340858.4	DUP	ENSG00000161905.5	ENST00000293761.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521183.1	IG_V_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000446065.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416634.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000448133.1	PSSD	ENSG00000161960.9	ENST00000293831.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000436250.1	DUP	ENSG00000074657.8	ENST00000336078.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453978.1	PSSD	ENSG00000152234.7	ENST00000282050.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000523909.1	PSSD	ENSG00000152240.4	ENST00000282058.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000461060.1	PSSD	ENSG00000112306.7	ENST00000230050.3	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000320802.6	PSSD	ENSG00000089818.10	ENST00000339754.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000503108.1	PSSD	ENSG00000149716.5	ENST00000279147.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000457997.1	DUP	ENSG00000172014.11	ENST00000357336.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411782.1	PSSD	ENSG00000198034.6	ENST00000316084.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000453947.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439099.1	PSSD	ENSG00000182899.10	ENST00000464167.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000424692.2	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000487382.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000446400.1	PSSD	ENSG00000087086.7	ENST00000331825.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000443911.1	DUP	ENSG00000123595.5	ENST00000464506.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000397284.2	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000527756.1	PSSD	ENSG00000106305.5	ENST00000223029.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417156.1	PSSD	ENSG00000145592.9	ENST00000274242.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000484151.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447794.1	PSSD	ENSG00000172239.9	ENST00000306846.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000419418.1	DUP	ENSG00000231997.1	ENST00000426006.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000528049.1	DUP	ENSG00000124383.3	ENST00000244230.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000505809.1	PSSD	ENSG00000203910.3	ENST00000370373.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453977.1	PSSD	ENSG00000125691.7	ENST00000479035.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000451204.1	DUP	ENSG00000114999.6	ENST00000233336.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000452497.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000468797.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_1:AC_0:TF_1
ENST00000431295.1	PSSD	ENSG00000109475.12	ENST00000394668.2	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000442962.1	PSSD	ENSG00000065978.12	ENST00000318612.7	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000442838.2	PSSD	ENSG00000164885.8	ENST00000485972.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000523800.1	PSSD	ENSG00000066427.13	ENST00000545278.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440178.1	PSSD	ENSG00000111412.3	ENST00000261318.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000431878.1	PSSD	ENSG00000068354.10	ENST00000376771.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000456366.1	PSSD	ENSG00000139343.5	ENST00000266735.4	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000445455.1	PSSD	ENSG00000084463.2	ENST00000261167.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000434805.1	PSSD	ENSG00000122406.6	ENST00000432788.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000455650.1	PSSD	ENSG00000105372.1	ENST00000221975.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000457635.1	PSSD	ENSG00000125977.6	ENST00000374980.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442087.1	PSSD	ENSG00000108518.6	ENST00000225655.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000533503.1	PSSD	ENSG00000168803.9	ENST00000422466.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000508556.1	PSSD	ENSG00000134308.8	ENST00000381844.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000453092.1	DUP	ENSG00000077809.7	ENST00000324896.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000530847.1	DUP	ENSG00000221840.2	ENST00000319760.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440938.1	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000413839.1	DUP	ENSG00000229450.2	ENST00000307499.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000405668.1	PSSD	ENSG00000168653.6	ENST00000372969.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000520706.1	PSSD	ENSG00000101166.11	ENST00000355937.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000425544.1	DUP	ENSG00000234414.3	ENST00000382707.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000413520.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426038.1	PSSD	ENSG00000185787.9	ENST00000426013.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000461022.1	PSSD	ENSG00000145425.5	ENST00000507327.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529914.1	PSSD	ENSG00000156976.10	ENST00000425053.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452433.1	PSSD	ENSG00000133030.12	ENST00000341712.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000502853.1	PSSD	ENSG00000122912.9	ENST00000265870.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000425861.1	PSSD	ENSG00000104131.7	ENST00000261868.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422205.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000519658.1	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000534284.1	PSSD	ENSG00000172115.4	ENST00000305786.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513994.1	PSSD	ENSG00000186063.8	ENST00000340020.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000447882.1	DUP	ENSG00000185519.8	ENST00000375662.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438795.1	PSSD	ENSG00000206535.3	ENST00000383693.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513481.1	PSSD	ENSG00000109534.11	ENST00000226796.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000504217.1	PSSD	ENSG00000116791.9	ENST00000340866.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000485881.1	PSSD	ENSG00000109971.8	ENST00000534624.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000453154.1	PSSD	ENSG00000182899.10	ENST00000464167.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000495531.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000465177.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433824.1	PSSD	ENSG00000150787.3	ENST00000280362.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432363.1	PSSD	ENSG00000006625.11	ENST00000275428.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419494.1	DUP	ENSG00000182111.7	ENST00000418732.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000527592.1	DUP	ENSG00000221840.2	ENST00000319760.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000401024.2	PSSD	ENSG00000113583.5	ENST00000231512.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000451913.1	PSSD	ENSG00000234444.3	ENST00000423484.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000505258.1	PSSD	ENSG00000064995.12	ENST00000361288.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000437705.1	PSSD	ENSG00000127515.1	ENST00000248058.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000254302.5	PSSD	ENSG00000185651.10	ENST00000342192.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000458237.1	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000530315.1	DUP	ENSG00000110057.3	ENST00000227471.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000451423.1	DUP	ENSG00000172288.6	ENST00000361963.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000457810.1	PSSD	ENSG00000107443.10	ENST00000419934.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457557.1	PSSD	ENSG00000120289.10	ENST00000378982.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000462549.1	PSSD	ENSG00000137955.10	ENST00000535300.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445304.1	PSSD	ENSG00000215472.3	ENST00000332968.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000446117.1	DUP	ENSG00000180988.2	ENST00000317037.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412744.1	PSSD	ENSG00000125870.6	ENST00000246071.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433806.1	PSSD	ENSG00000068912.9	ENST00000185150.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423857.1	PSSD	ENSG00000130255.6	ENST00000394580.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000412179.1	DUP	ENSG00000135047.9	ENST00000342020.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000460233.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418090.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442640.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429574.1	PSSD	ENSG00000131914.6	ENST00000326279.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457554.1	PSSD	ENSG00000177954.7	ENST00000368567.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000458676.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000469405.1	PSSD	ENSG00000143977.9	ENST00000272348.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000502784.1	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452590.1	PSSD	ENSG00000198242.7	ENST00000394938.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000481075.1	PSSD	ENSG00000174720.11	ENST00000511529.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000405151.1	PSSD	ENSG00000198034.6	ENST00000316084.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000480540.1	PSSD	ENSG00000071082.5	ENST00000264258.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000440942.1	PSSD	ENSG00000172757.7	ENST00000308162.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000422384.1	PSSD	ENSG00000167634.6	ENST00000328092.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000523708.1	PSSD	ENSG00000198039.7	ENST00000476120.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000484914.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000422934.1	PSSD	ENSG00000161970.7	ENST00000293842.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000477323.1	PSSD	ENSG00000150477.6	ENST00000543923.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000398413.4	PSSD	ENSG00000237521.1	ENST00000456448.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000444247.1	PSSD	ENSG00000177954.7	ENST00000368567.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000456664.1	PSSD	ENSG00000083845.3	ENST00000196551.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000430517.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000517763.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442824.1	PSSD	ENSG00000100911.8	ENST00000216802.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000455103.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000496394.1	PSSD	ENSG00000119616.6	ENST00000341162.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000537614.1	PSSD	ENSG00000013306.10	ENST00000377095.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000430344.1	PSSD	ENSG00000184860.4	ENST00000328945.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433780.1	PSSD	ENSG00000198467.7	ENST00000378292.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000420610.1	DUP	ENSG00000101825.6	ENST00000381114.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000480705.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411715.1	PSSD	ENSG00000172115.4	ENST00000305786.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442978.1	PSSD	ENSG00000103769.4	ENST00000435304.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510589.1	PSSD	ENSG00000197747.4	ENST00000368811.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447052.1	PSSD	ENSG00000101210.6	ENST00000217182.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447253.1	PSSD	ENSG00000011114.9	ENST00000334746.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000458319.1	PSSD	ENSG00000156508.12	ENST00000358190.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000498175.1	PSSD	ENSG00000175591.7	ENST00000311131.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000462104.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415903.1	PSSD	ENSG00000109475.12	ENST00000394668.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453063.1	DUP	ENSG00000172457.5	ENST00000302957.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000414799.2	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441872.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429373.1	PSSD	ENSG00000128272.10	ENST00000337304.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000456921.1	PSSD	ENSG00000121417.9	ENST00000299871.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417666.1	DUP	ENSG00000182095.9	ENST00000399537.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445481.1	PSSD	ENSG00000198918.6	ENST00000422326.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000406288.2	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000515618.1	PSSD	ENSG00000091483.6	ENST00000366560.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000421819.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000449702.1	PSSD	ENSG00000071082.5	ENST00000264258.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419438.1	PSSD	ENSG00000137133.5	ENST00000259667.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427515.1	PSSD	ENSG00000228532.2	ENST00000449327.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418852.1	PSSD	ENSG00000145741.10	ENST00000380591.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440423.1	PSSD	ENSG00000197701.7	ENST00000509152.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433309.1	PSSD	ENSG00000128272.10	ENST00000337304.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445057.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434149.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433048.1	PSSD	ENSG00000084623.7	ENST00000373586.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000441261.1	PSSD	ENSG00000198650.4	ENST00000355962.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452970.1	PSSD	ENSG00000111057.5	ENST00000388835.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415667.1	PSSD	ENSG00000141543.3	ENST00000269349.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000467051.1	PSSD	ENSG00000114391.8	ENST00000394077.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000501056.2	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000450472.1	PSSD	ENSG00000111640.8	ENST00000229239.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000543250.1	PSSD	ENSG00000197343.5	ENST00000320583.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421749.1	PSSD	ENSG00000171208.4	ENST00000303155.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455355.1	DUP	ENSG00000230453.3	ENST00000290943.6	Tnx_1:Pol2_1:AC_1:TF_0
ENST00000430163.1	PSSD	ENSG00000239789.1	ENST00000285298.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000493052.2	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423936.1	PSSD	ENSG00000137168.7	ENST00000373699.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000462398.1	PSSD	ENSG00000065518.7	ENST00000485064.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000507399.1	PSSD	ENSG00000147403.12	ENST00000406022.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000446267.1	PSSD	ENSG00000174574.9	ENST00000432648.3	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000498163.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000303758.7	PSSD	ENSG00000205581.6	ENST00000380749.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000307155.5	PSSD	ENSG00000104435.7	ENST00000518491.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510983.1	PSSD	ENSG00000171345.8	ENST00000361566.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000412750.2	PSSD	ENSG00000147403.12	ENST00000406022.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440915.1	PSSD	ENSG00000073792.11	ENST00000382199.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000494673.1	PSSD	ENSG00000138592.7	ENST00000307179.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429685.1	PSSD	ENSG00000106588.6	ENST00000223321.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000421099.1	PSSD	ENSG00000198830.6	ENST00000361427.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000436090.1	PSSD	ENSG00000135486.10	ENST00000340913.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000414951.2	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000536322.1	PSSD	ENSG00000101335.5	ENST00000279022.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423374.1	PSSD	ENSG00000205423.6	ENST00000389134.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000525033.1	DUP	ENSG00000144015.4	ENST00000272395.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000432815.1	PSSD	ENSG00000166037.6	ENST00000537677.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447547.1	DUP	ENSG00000176893.3	ENST00000322013.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000518743.1	PSSD	ENSG00000189403.9	ENST00000405805.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514125.1	PSSD	ENSG00000166337.5	ENST00000299424.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000421810.1	PSSD	ENSG00000093167.13	ENST00000421307.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000412741.1	PSSD	ENSG00000188846.8	ENST00000396203.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000376334.3	DUP	ENSG00000109536.6	ENST00000226798.4	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000441300.1	PSSD	ENSG00000177951.12	ENST00000410108.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000504864.1	DUP	ENSG00000129250.6	ENST00000320785.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000391491.2	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000466509.1	PSSD	ENSG00000168028.8	ENST00000301821.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452559.1	PSSD	ENSG00000196704.6	ENST00000359904.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000513251.1	PSSD	ENSG00000167996.10	ENST00000532601.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434808.1	PSSD	ENSG00000008988.5	ENST00000519807.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412007.1	PSSD	ENSG00000182899.10	ENST00000448864.1	Tnx_0:Pol2_0:AC_1:TF_0
